customer_id,zip,city,signup_date,gender,age_group,acquisition_channel,last_order_date,first_order_date,frequency,monetary,avg_order_value,recency_days,tenure_days,R_score,F_score,M_score,RFM_score,rfm_segment,region,signup_year,signup_month,signup_ym
113181,74726,Da Nang,2015-06-10,Non-binary,18-24,social_media,2013-05-28,2013-05-28,1,17613.2,17613.2,3505.0,3505.0,1.0,1.0,1.0,111.0,Lost,Central,2015,6,2015-06
113182,74726,Da Nang,2012-08-01,Male,45-54,organic_search,2019-08-20,2013-06-30,2,16240.81,8120.41,1230.0,3472.0,3.0,2.0,1.0,321.0,About To Sleep,Central,2012,8,2012-08
113183,74729,Kon Tum,2012-04-05,Male,25-34,paid_search,2013-03-09,2013-03-09,1,63797.64,63797.64,3585.0,3585.0,1.0,1.0,3.0,113.0,Lost,Central,2012,4,2012-04
113184,74729,Kon Tum,2017-07-03,Male,45-54,organic_search,,,0,0.0,,,,,,,,Never Purchased,Central,2017,7,2017-07
113185,74729,Kon Tum,2021-03-27,Female,35-44,direct,2017-05-25,2017-05-25,1,4390.64,4390.64,2047.0,2047.0,2.0,1.0,1.0,211.0,Lost,Central,2021,3,2021-03
113186,74729,Kon Tum,2017-12-14,Female,25-34,paid_search,2020-09-05,2020-09-05,1,17128.75,17128.75,848.0,848.0,3.0,1.0,1.0,311.0,About To Sleep,Central,2017,12,2017-12
113187,74729,Kon Tum,2016-10-08,Female,35-44,email_campaign,2022-11-27,2014-07-22,2,23379.87,11689.94,35.0,3085.0,5.0,2.0,2.0,522.0,New Customers,Central,2016,10,2016-10
113188,74730,Dong Hoi,2019-12-16,Female,25-34,paid_search,2019-07-10,2013-03-24,6,186783.19,31130.53,1271.0,3570.0,3.0,4.0,4.0,344.0,Loyal Customers,Central,2019,12,2019-12
113193,74731,Phan Rang-Thap Cham,2017-11-11,Female,45-54,direct,,,0,0.0,,,,,,,,Never Purchased,Central,2017,11,2017-11
113194,74731,Phan Rang-Thap Cham,2016-04-10,Male,45-54,organic_search,2015-08-29,2015-08-29,1,4544.1,4544.1,2682.0,2682.0,1.0,1.0,1.0,111.0,Lost,Central,2016,4,2016-04
113195,74731,Phan Rang-Thap Cham,2018-12-04,Female,45-54,organic_search,,,0,0.0,,,,,,,,Never Purchased,Central,2018,12,2018-12
113196,74731,Phan Rang-Thap Cham,2020-12-13,Male,45-54,organic_search,2018-06-12,2017-08-13,2,29952.07,14976.04,1664.0,1967.0,2.0,2.0,2.0,222.0,Lost,Central,2020,12,2020-12
113197,74731,Phan Rang-Thap Cham,2021-06-28,Non-binary,55+,social_media,,,0,0.0,,,,,,,,Never Purchased,Central,2021,6,2021-06
113198,74733,Quang Ngai,2014-12-01,Male,35-44,social_media,2021-10-06,2017-11-27,3,50139.45,16713.15,452.0,1861.0,4.0,3.0,2.0,432.0,Loyal Customers,Central,2014,12,2014-12
113199,74733,Quang Ngai,2021-06-27,Female,25-34,social_media,2020-05-30,2012-09-27,5,151317.53,30263.51,946.0,3748.0,3.0,4.0,4.0,344.0,Loyal Customers,Central,2021,6,2021-06
113200,74733,Quang Ngai,2022-11-26,Male,18-24,paid_search,2015-09-20,2012-12-17,3,124627.3,41542.43,2660.0,3667.0,1.0,3.0,4.0,134.0,At Risk,Central,2022,11,2022-11
113201,74733,Quang Ngai,2022-03-19,Male,35-44,email_campaign,2018-03-11,2018-03-11,1,93322.72,93322.72,1757.0,1757.0,2.0,1.0,3.0,213.0,Lost,Central,2022,3,2022-03
113202,74733,Quang Ngai,2016-03-13,Female,35-44,social_media,2018-05-24,2013-04-27,4,58159.83,14539.96,1683.0,3536.0,2.0,3.0,2.0,232.0,At Risk,Central,2016,3,2016-03
113203,74741,Hue,2018-08-22,Male,18-24,social_media,,,0,0.0,,,,,,,,Never Purchased,Central,2018,8,2018-08
113204,74741,Hue,2019-12-12,Female,55+,social_media,,,0,0.0,,,,,,,,Never Purchased,Central,2019,12,2019-12
113206,74741,Hue,2022-05-15,Male,25-34,direct,2014-04-03,2014-04-03,1,2916.94,2916.94,3195.0,3195.0,1.0,1.0,1.0,111.0,Lost,Central,2022,5,2022-05
113207,74741,Hue,2018-10-10,Female,25-34,referral,2014-04-04,2014-04-04,1,5767.33,5767.33,3194.0,3194.0,1.0,1.0,1.0,111.0,Lost,Central,2018,10,2018-10
113208,74747,Quang Ngai,2015-09-08,Male,45-54,social_media,,,0,0.0,,,,,,,,Never Purchased,Central,2015,9,2015-09
113209,74747,Quang Ngai,2021-08-07,Female,35-44,email_campaign,,,0,0.0,,,,,,,,Never Purchased,Central,2021,8,2021-08
113210,74747,Quang Ngai,2021-12-08,Male,35-44,paid_search,,,0,0.0,,,,,,,,Never Purchased,Central,2021,12,2021-12
113211,74747,Quang Ngai,2021-06-30,Male,25-34,paid_search,,,0,0.0,,,,,,,,Never Purchased,Central,2021,6,2021-06
113212,74747,Quang Ngai,2021-10-12,Male,55+,organic_search,2015-08-30,2015-08-30,1,9473.8,9473.8,2681.0,2681.0,1.0,1.0,1.0,111.0,Lost,Central,2021,10,2021-10
113213,74748,Kon Tum,2021-01-08,Male,35-44,paid_search,2018-05-31,2018-05-31,1,18168.0,18168.0,1676.0,1676.0,2.0,1.0,1.0,211.0,Lost,Central,2021,1,2021-01
113214,74748,Kon Tum,2022-10-24,Male,55+,social_media,,,0,0.0,,,,,,,,Never Purchased,Central,2022,10,2022-10
113217,74748,Kon Tum,2015-12-23,Male,35-44,organic_search,2016-08-17,2016-06-22,2,36098.08,18049.04,2328.0,2384.0,1.0,2.0,2.0,122.0,Lost,Central,2015,12,2015-12
113218,74753,Hue,2017-03-30,Male,18-24,direct,2022-05-11,2022-05-11,1,24134.88,24134.88,235.0,235.0,5.0,1.0,2.0,512.0,New Customers,Central,2017,3,2017-03
113220,74753,Hue,2019-09-19,Female,18-24,email_campaign,,,0,0.0,,,,,,,,Never Purchased,Central,2019,9,2019-09
113223,74842,Quy Nhon,2022-12-11,Female,35-44,paid_search,,,0,0.0,,,,,,,,Never Purchased,Central,2022,12,2022-12
113224,74842,Quy Nhon,2016-01-28,Male,55+,organic_search,,,0,0.0,,,,,,,,Never Purchased,Central,2016,1,2016-01
113225,74842,Quy Nhon,2022-12-18,Female,25-34,email_campaign,2013-03-23,2013-03-23,1,61146.99,61146.99,3571.0,3571.0,1.0,1.0,3.0,113.0,Lost,Central,2022,12,2022-12
113226,74842,Quy Nhon,2022-07-24,Male,18-24,social_media,,,0,0.0,,,,,,,,Never Purchased,Central,2022,7,2022-07
113227,74842,Quy Nhon,2017-02-02,Female,18-24,paid_search,,,0,0.0,,,,,,,,Never Purchased,Central,2017,2,2017-02
113228,74856,Tam Ky,2015-12-29,Male,25-34,organic_search,,,0,0.0,,,,,,,,Never Purchased,Central,2015,12,2015-12
113229,74856,Tam Ky,2022-11-07,Female,55+,organic_search,,,0,0.0,,,,,,,,Never Purchased,Central,2022,11,2022-11
113230,74856,Tam Ky,2019-08-28,Male,35-44,social_media,2017-05-29,2014-09-28,3,40797.29,13599.1,2043.0,3017.0,2.0,3.0,2.0,232.0,At Risk,Central,2019,8,2019-08
113232,74856,Tam Ky,2019-03-16,Male,25-34,direct,,,0,0.0,,,,,,,,Never Purchased,Central,2019,3,2019-03
113233,74871,Dong Hoi,2020-09-26,Male,18-24,organic_search,2022-10-03,2012-10-14,2,74454.55,37227.28,90.0,3731.0,5.0,2.0,3.0,523.0,New Customers,Central,2020,9,2020-09
113234,74871,Dong Hoi,2018-02-10,Female,35-44,paid_search,2022-02-14,2013-09-05,2,87872.17,43936.08,321.0,3405.0,4.0,2.0,3.0,423.0,New Customers,Central,2018,2,2018-02
113235,74871,Dong Hoi,2019-06-29,Male,45-54,paid_search,2022-06-28,2022-06-28,1,18098.44,18098.44,187.0,187.0,5.0,1.0,1.0,511.0,New Customers,Central,2019,6,2019-06
113237,74871,Dong Hoi,2021-01-23,Male,18-24,organic_search,2020-03-13,2017-03-14,3,99388.02,33129.34,1024.0,2119.0,3.0,3.0,3.0,333.0,Loyal Customers,Central,2021,1,2021-01
113238,88101,Kon Tum,2013-01-15,Female,35-44,social_media,2022-01-25,2012-12-18,38,1053745.03,27730.13,341.0,3666.0,4.0,5.0,5.0,455.0,Champions,Central,2013,1,2013-01
113240,88101,Kon Tum,2019-07-30,Male,35-44,social_media,2022-09-28,2012-09-24,52,1284603.33,24703.91,95.0,3751.0,5.0,5.0,5.0,555.0,Champions,Central,2019,7,2019-07
113241,88101,Kon Tum,2022-03-17,Female,25-34,organic_search,2022-08-03,2012-09-29,29,722405.08,24910.52,151.0,3746.0,5.0,5.0,5.0,555.0,Champions,Central,2022,3,2022-03
113242,88101,Kon Tum,2019-06-25,Female,35-44,social_media,2022-06-23,2012-08-29,51,1614024.45,31647.54,192.0,3777.0,5.0,5.0,5.0,555.0,Champions,Central,2019,6,2019-06
113243,88102,Hue,2016-03-29,Male,45-54,referral,2015-08-30,2015-08-30,1,18241.48,18241.48,2681.0,2681.0,1.0,1.0,1.0,111.0,Lost,Central,2016,3,2016-03
113244,88102,Hue,2021-10-11,Female,45-54,referral,2017-11-02,2017-07-27,2,67325.91,33662.96,1886.0,1984.0,2.0,2.0,3.0,223.0,Lost,Central,2021,10,2021-10
113246,88102,Hue,2022-05-22,Female,35-44,social_media,2021-05-01,2016-04-07,4,144812.2,36203.05,610.0,2460.0,4.0,3.0,4.0,434.0,Loyal Customers,Central,2022,5,2022-05
113247,88102,Hue,2020-07-31,Female,25-34,paid_search,2022-02-27,2022-02-27,1,13511.74,13511.74,308.0,308.0,4.0,1.0,1.0,411.0,New Customers,Central,2020,7,2020-07
113249,88103,Hoi An,2018-06-22,Female,18-24,referral,,,0,0.0,,,,,,,,Never Purchased,Central,2018,6,2018-06
113250,88103,Hoi An,2018-03-15,Non-binary,18-24,social_media,2015-08-21,2015-08-21,1,5999.25,5999.25,2690.0,2690.0,1.0,1.0,1.0,111.0,Lost,Central,2018,3,2018-03
113251,88103,Hoi An,2021-07-09,Non-binary,18-24,social_media,2014-02-15,2013-08-30,2,27389.02,13694.51,3242.0,3411.0,1.0,2.0,2.0,122.0,Lost,Central,2021,7,2021-07
113252,88103,Hoi An,2019-08-27,Male,25-34,paid_search,,,0,0.0,,,,,,,,Never Purchased,Central,2019,8,2019-08
113253,88112,Kon Tum,2021-10-28,Female,35-44,organic_search,,,0,0.0,,,,,,,,Never Purchased,Central,2021,10,2021-10
113254,88112,Kon Tum,2014-12-06,Male,25-34,organic_search,,,0,0.0,,,,,,,,Never Purchased,Central,2014,12,2014-12
113255,88112,Kon Tum,2020-07-27,Female,18-24,paid_search,2015-07-08,2015-07-08,1,61724.61,61724.61,2734.0,2734.0,1.0,1.0,3.0,113.0,Lost,Central,2020,7,2020-07
113256,88112,Kon Tum,2020-10-23,Female,35-44,organic_search,,,0,0.0,,,,,,,,Never Purchased,Central,2020,10,2020-10
113258,88113,Quy Nhon,2016-03-12,Male,45-54,organic_search,,,0,0.0,,,,,,,,Never Purchased,Central,2016,3,2016-03
113259,88113,Quy Nhon,2021-01-15,Male,35-44,paid_search,2014-09-22,2014-09-22,1,22595.83,22595.83,3023.0,3023.0,1.0,1.0,2.0,112.0,Lost,Central,2021,1,2021-01
113264,88114,Quang Ngai,2022-12-29,Male,35-44,organic_search,,,0,0.0,,,,,,,,Never Purchased,Central,2022,12,2022-12
113265,88114,Quang Ngai,2022-11-13,Male,35-44,paid_search,,,0,0.0,,,,,,,,Never Purchased,Central,2022,11,2022-11
113266,88114,Quang Ngai,2021-03-02,Female,25-34,paid_search,2014-07-28,2014-04-05,3,25497.33,8499.11,3079.0,3193.0,1.0,3.0,2.0,132.0,At Risk,Central,2021,3,2021-03
113267,88114,Quang Ngai,2021-07-29,Female,25-34,organic_search,,,0,0.0,,,,,,,,Never Purchased,Central,2021,7,2021-07
113269,88119,Phan Rang-Thap Cham,2014-06-29,Male,45-54,organic_search,2017-08-31,2016-03-06,5,208981.17,41796.23,1949.0,2492.0,2.0,4.0,4.0,244.0,At Risk,Central,2014,6,2014-06
113271,88119,Phan Rang-Thap Cham,2022-11-11,Female,25-34,paid_search,2019-01-08,2014-02-23,5,120754.73,24150.95,1454.0,3234.0,3.0,4.0,3.0,343.0,Loyal Customers,Central,2022,11,2022-11
113272,88119,Phan Rang-Thap Cham,2015-06-11,Male,35-44,email_campaign,2015-01-16,2015-01-16,1,25854.06,25854.06,2907.0,2907.0,1.0,1.0,2.0,112.0,Lost,Central,2015,6,2015-06
113273,88120,Da Nang,2018-11-20,Male,25-34,social_media,,,0,0.0,,,,,,,,Never Purchased,Central,2018,11,2018-11
113277,88120,Da Nang,2019-11-25,Male,25-34,organic_search,,,0,0.0,,,,,,,,Never Purchased,Central,2019,11,2019-11
113278,88121,Phan Thiet,2019-04-04,Male,18-24,social_media,2014-06-25,2014-06-25,1,56133.56,56133.56,3112.0,3112.0,1.0,1.0,2.0,112.0,Lost,Central,2019,4,2019-04
113279,88121,Phan Thiet,2021-09-20,Male,45-54,social_media,,,0,0.0,,,,,,,,Never Purchased,Central,2021,9,2021-09
113280,88121,Phan Thiet,2014-04-17,Male,35-44,organic_search,2017-03-30,2017-03-30,1,12630.6,12630.6,2103.0,2103.0,2.0,1.0,1.0,211.0,Lost,Central,2014,4,2014-04
113281,88121,Phan Thiet,2020-07-10,Male,35-44,social_media,,,0,0.0,,,,,,,,Never Purchased,Central,2020,7,2020-07
113282,88121,Phan Thiet,2018-11-13,Male,35-44,organic_search,,,0,0.0,,,,,,,,Never Purchased,Central,2018,11,2018-11
113283,88124,Kon Tum,2020-01-24,Female,35-44,organic_search,2015-07-22,2015-07-22,1,9518.39,9518.39,2720.0,2720.0,1.0,1.0,1.0,111.0,Lost,Central,2020,1,2020-01
113284,88124,Kon Tum,2018-03-31,Female,35-44,organic_search,2020-09-09,2014-11-21,3,85902.78,28634.26,844.0,2963.0,3.0,3.0,3.0,333.0,Loyal Customers,Central,2018,3,2018-03
113285,88124,Kon Tum,2022-09-02,Female,18-24,organic_search,,,0,0.0,,,,,,,,Never Purchased,Central,2022,9,2022-09
113287,88124,Kon Tum,2020-03-14,Female,35-44,paid_search,2019-02-03,2017-06-18,2,25283.99,12642.0,1428.0,2023.0,3.0,2.0,2.0,322.0,About To Sleep,Central,2020,3,2020-03
113288,88130,Phan Thiet,2018-01-12,Female,45-54,referral,2022-06-02,2013-01-11,8,144899.76,18112.47,213.0,3642.0,5.0,4.0,4.0,544.0,Champions,Central,2018,1,2018-01
113289,88130,Phan Thiet,2018-01-22,Female,18-24,organic_search,2022-07-24,2014-07-26,5,166976.3,33395.26,161.0,3081.0,5.0,4.0,4.0,544.0,Champions,Central,2018,1,2018-01
113293,88132,Phan Thiet,2019-05-18,Male,18-24,email_campaign,2019-12-29,2019-12-29,1,3440.5,3440.5,1099.0,1099.0,3.0,1.0,1.0,311.0,About To Sleep,Central,2019,5,2019-05
113294,88132,Phan Thiet,2018-11-27,Female,25-34,paid_search,2019-12-31,2019-12-31,1,6904.75,6904.75,1097.0,1097.0,3.0,1.0,1.0,311.0,About To Sleep,Central,2018,11,2018-11
113296,88132,Phan Thiet,2017-07-18,Female,45-54,paid_search,,,0,0.0,,,,,,,,Never Purchased,Central,2017,7,2017-07
113297,88132,Phan Thiet,2021-11-18,Male,45-54,paid_search,,,0,0.0,,,,,,,,Never Purchased,Central,2021,11,2021-11
113298,88135,Quy Nhon,2022-12-23,Male,45-54,organic_search,2017-07-19,2017-07-19,1,28855.73,28855.73,1992.0,1992.0,2.0,1.0,2.0,212.0,Lost,Central,2022,12,2022-12
113300,88135,Quy Nhon,2018-06-07,Female,45-54,paid_search,2018-02-15,2018-02-15,1,29554.26,29554.26,1781.0,1781.0,2.0,1.0,2.0,212.0,Lost,Central,2018,6,2018-06
113301,88135,Quy Nhon,2018-11-30,Female,55+,paid_search,2022-07-29,2022-07-29,1,67863.84,67863.84,156.0,156.0,5.0,1.0,3.0,513.0,New Customers,Central,2018,11,2018-11
113302,88135,Quy Nhon,2021-04-30,Female,55+,social_media,2022-03-19,2022-03-19,1,11201.75,11201.75,288.0,288.0,4.0,1.0,1.0,411.0,New Customers,Central,2021,4,2021-04
113303,88201,Kon Tum,2022-05-18,Female,35-44,organic_search,2021-12-05,2014-04-19,21,516267.92,24584.19,392.0,3179.0,4.0,5.0,5.0,455.0,Champions,Central,2022,5,2022-05
113304,88201,Kon Tum,2019-07-10,Female,25-34,social_media,2021-07-24,2013-02-28,22,627915.86,28541.63,526.0,3594.0,4.0,5.0,5.0,455.0,Champions,Central,2019,7,2019-07
113306,88201,Kon Tum,2020-01-31,Female,25-34,email_campaign,2022-12-27,2013-08-30,16,589269.35,36829.33,5.0,3411.0,5.0,5.0,5.0,555.0,Champions,Central,2020,1,2020-01
113307,88201,Kon Tum,2019-04-17,Female,55+,social_media,2022-11-26,2013-02-23,16,664318.62,41519.91,36.0,3599.0,5.0,5.0,5.0,555.0,Champions,Central,2019,4,2019-04
113309,88202,Dong Hoi,2017-10-04,Female,25-34,paid_search,2012-07-20,2012-07-20,1,53976.51,53976.51,3817.0,3817.0,1.0,1.0,2.0,112.0,Lost,Central,2017,10,2017-10
113310,88202,Dong Hoi,2022-11-25,Female,18-24,social_media,,,0,0.0,,,,,,,,Never Purchased,Central,2022,11,2022-11
113311,88202,Dong Hoi,2014-09-04,Male,18-24,referral,2018-08-31,2014-04-30,2,38476.24,19238.12,1584.0,3168.0,2.0,2.0,2.0,222.0,Lost,Central,2014,9,2014-09
113312,88202,Dong Hoi,2012-12-14,Female,35-44,social_media,2021-09-21,2021-09-21,1,61344.07,61344.07,467.0,467.0,4.0,1.0,3.0,413.0,New Customers,Central,2012,12,2012-12
113313,88203,Hue,2020-11-04,Non-binary,25-34,organic_search,2021-10-29,2013-05-20,9,228957.48,25439.72,429.0,3513.0,4.0,4.0,4.0,444.0,Champions,Central,2020,11,2020-11
113315,88203,Hue,2022-01-13,Female,35-44,social_media,2022-06-06,2012-12-09,10,199174.75,19917.47,209.0,3675.0,5.0,4.0,4.0,544.0,Champions,Central,2022,1,2022-01
113317,88203,Hue,2014-06-07,Male,45-54,direct,2021-12-14,2012-10-29,13,421747.77,32442.14,383.0,3716.0,4.0,5.0,5.0,455.0,Champions,Central,2014,6,2014-06
113318,88210,Hoi An,2021-09-08,Female,18-24,social_media,2022-05-31,2012-08-29,19,501433.91,26391.26,215.0,3777.0,5.0,5.0,5.0,555.0,Champions,Central,2021,9,2021-09
113319,88210,Hoi An,2017-04-22,Female,25-34,email_campaign,2020-10-28,2016-06-28,9,138733.07,15414.79,795.0,2378.0,3.0,4.0,4.0,344.0,Loyal Customers,Central,2017,4,2017-04
113320,88210,Hoi An,2022-08-26,Male,35-44,paid_search,2021-04-29,2012-10-01,13,432054.36,33234.95,612.0,3744.0,4.0,5.0,5.0,455.0,Champions,Central,2022,8,2022-08
113322,88210,Hoi An,2020-11-18,Male,55+,paid_search,2021-11-25,2012-09-25,12,457902.65,38158.55,402.0,3750.0,4.0,5.0,5.0,455.0,Champions,Central,2020,11,2020-11
113323,88211,Hoi An,2015-06-29,Female,18-24,paid_search,2017-02-21,2017-02-21,1,5539.11,5539.11,2140.0,2140.0,2.0,1.0,1.0,211.0,Lost,Central,2015,6,2015-06
113324,88211,Hoi An,2020-07-30,Non-binary,45-54,paid_search,2021-11-10,2018-06-26,3,29956.18,9985.39,417.0,1650.0,4.0,3.0,2.0,432.0,Loyal Customers,Central,2020,7,2020-07
113325,88211,Hoi An,2014-12-08,Female,25-34,social_media,2022-06-16,2022-06-16,1,24980.44,24980.44,199.0,199.0,5.0,1.0,2.0,512.0,New Customers,Central,2014,12,2014-12
113326,88211,Hoi An,2016-07-15,Male,35-44,organic_search,2018-07-11,2018-07-11,1,6682.04,6682.04,1635.0,1635.0,2.0,1.0,1.0,211.0,Lost,Central,2016,7,2016-07
113327,88211,Hoi An,2022-02-25,Male,35-44,paid_search,2013-08-15,2013-02-28,2,69671.79,34835.89,3426.0,3594.0,1.0,2.0,3.0,123.0,Lost,Central,2022,2,2022-02
113328,88220,Tam Ky,2019-02-24,Male,45-54,direct,2022-08-02,2013-03-25,34,910138.73,26768.79,152.0,3569.0,5.0,5.0,5.0,555.0,Champions,Central,2019,2,2019-02
113329,88220,Tam Ky,2022-06-11,Male,35-44,social_media,2022-11-30,2013-04-19,29,933530.75,32190.72,32.0,3544.0,5.0,5.0,5.0,555.0,Champions,Central,2022,6,2022-06
113331,88220,Tam Ky,2018-08-04,Male,18-24,organic_search,2022-05-15,2012-08-21,28,918930.0,32818.93,231.0,3785.0,5.0,5.0,5.0,555.0,Champions,Central,2018,8,2018-08
113333,88221,Phan Rang-Thap Cham,2022-09-20,Male,18-24,social_media,2019-04-08,2015-08-29,3,140756.22,46918.74,1364.0,2682.0,3.0,3.0,4.0,334.0,Loyal Customers,Central,2022,9,2022-09
113336,88221,Phan Rang-Thap Cham,2020-09-21,Male,45-54,paid_search,,,0,0.0,,,,,,,,Never Purchased,Central,2020,9,2020-09
113337,88221,Phan Rang-Thap Cham,2021-06-03,Female,45-54,social_media,2014-03-20,2014-03-20,1,24764.78,24764.78,3209.0,3209.0,1.0,1.0,2.0,112.0,Lost,Central,2021,6,2021-06
113339,88230,Nha Trang,2021-06-06,Female,25-34,email_campaign,2019-03-12,2018-07-14,2,39698.81,19849.4,1391.0,1632.0,3.0,2.0,2.0,322.0,About To Sleep,Central,2021,6,2021-06
113342,88230,Nha Trang,2016-12-16,Male,35-44,paid_search,2021-03-22,2019-06-25,2,24493.51,12246.76,650.0,1286.0,4.0,2.0,2.0,422.0,New Customers,Central,2016,12,2016-12
113343,88231,Hue,2019-08-22,Female,45-54,direct,2021-06-03,2016-11-10,3,151955.67,50651.89,577.0,2243.0,4.0,3.0,4.0,434.0,Loyal Customers,Central,2019,8,2019-08
113344,88231,Hue,2018-09-07,Female,35-44,referral,2019-10-30,2013-11-14,4,119010.13,29752.53,1159.0,3335.0,3.0,3.0,3.0,333.0,Loyal Customers,Central,2018,9,2018-09
113346,88231,Hue,2019-03-20,Female,25-34,email_campaign,2022-05-14,2014-01-31,4,51930.93,12982.73,232.0,3257.0,5.0,3.0,2.0,532.0,Loyal Customers,Central,2019,3,2019-03
113347,88231,Hue,2021-07-31,Female,18-24,organic_search,2019-04-11,2016-03-26,3,203890.07,67963.36,1361.0,2472.0,3.0,3.0,4.0,334.0,Loyal Customers,Central,2021,7,2021-07
113349,88232,Dong Hoi,2017-05-17,Female,45-54,organic_search,,,0,0.0,,,,,,,,Never Purchased,Central,2017,5,2017-05
113350,88232,Dong Hoi,2018-08-28,Female,35-44,social_media,,,0,0.0,,,,,,,,Never Purchased,Central,2018,8,2018-08
113351,88232,Dong Hoi,2019-12-12,Male,18-24,organic_search,,,0,0.0,,,,,,,,Never Purchased,Central,2019,12,2019-12
113352,88232,Dong Hoi,2019-10-26,Female,35-44,social_media,2017-09-18,2017-09-18,1,10190.63,10190.63,1931.0,1931.0,2.0,1.0,1.0,211.0,Lost,Central,2019,10,2019-10
113354,88240,Hue,2020-11-01,Female,18-24,social_media,2022-10-01,2013-01-03,28,676939.5,24176.41,92.0,3650.0,5.0,5.0,5.0,555.0,Champions,Central,2020,11,2020-11
113355,88240,Hue,2020-09-03,Female,25-34,paid_search,2022-07-28,2012-09-21,24,584946.91,24372.79,157.0,3754.0,5.0,5.0,5.0,555.0,Champions,Central,2020,9,2020-09
113356,88240,Hue,2021-11-24,Female,25-34,social_media,2022-06-02,2013-06-25,16,646636.65,40414.79,213.0,3477.0,5.0,5.0,5.0,555.0,Champions,Central,2021,11,2021-11
113357,88240,Hue,2018-07-15,Female,25-34,direct,2022-04-17,2016-03-31,20,495848.72,24792.44,259.0,2467.0,4.0,5.0,5.0,455.0,Champions,Central,2018,7,2018-07
113358,88241,Phan Thiet,2018-08-17,Female,25-34,paid_search,2022-11-27,2014-01-05,4,48244.78,12061.2,35.0,3283.0,5.0,3.0,2.0,532.0,Loyal Customers,Central,2018,8,2018-08
113360,88241,Phan Thiet,2012-04-13,Male,45-54,organic_search,2018-09-18,2018-01-26,2,72250.31,36125.16,1566.0,1801.0,2.0,2.0,3.0,223.0,Lost,Central,2012,4,2012-04
113362,88241,Phan Thiet,2021-09-18,Female,55+,paid_search,2022-03-25,2013-11-27,2,103315.06,51657.53,282.0,3322.0,4.0,2.0,3.0,423.0,New Customers,Central,2021,9,2021-09
113363,88242,Da Nang,2017-03-25,Male,25-34,paid_search,2018-08-30,2014-04-21,4,91561.85,22890.46,1585.0,3177.0,2.0,3.0,3.0,233.0,At Risk,Central,2017,3,2017-03
113366,88242,Da Nang,2016-01-01,Male,35-44,organic_search,2019-03-04,2013-12-14,8,99882.03,12485.25,1399.0,3305.0,3.0,4.0,3.0,343.0,Loyal Customers,Central,2016,1,2016-01
113367,88242,Da Nang,2015-02-21,Female,35-44,paid_search,2021-04-05,2016-01-31,8,166342.72,20792.84,636.0,2527.0,4.0,4.0,4.0,444.0,Champions,Central,2015,2,2015-02
113368,88250,Kon Tum,2015-09-17,Female,25-34,organic_search,2018-11-30,2018-11-30,1,7181.2,7181.2,1493.0,1493.0,2.0,1.0,1.0,211.0,Lost,Central,2015,9,2015-09
113369,88250,Kon Tum,2021-04-07,Male,35-44,direct,,,0,0.0,,,,,,,,Never Purchased,Central,2021,4,2021-04
113371,88250,Kon Tum,2020-03-20,Female,35-44,email_campaign,,,0,0.0,,,,,,,,Never Purchased,Central,2020,3,2020-03
113373,88252,Quang Ngai,2022-12-19,Female,45-54,paid_search,2018-08-13,2016-11-23,4,97705.24,24426.31,1602.0,2230.0,2.0,3.0,3.0,233.0,At Risk,Central,2022,12,2022-12
113375,88252,Quang Ngai,2020-06-19,Male,35-44,paid_search,2014-10-03,2014-10-03,1,3758.5,3758.5,3012.0,3012.0,1.0,1.0,1.0,111.0,Lost,Central,2020,6,2020-06
113376,88252,Quang Ngai,2017-10-21,Male,35-44,social_media,2020-02-25,2013-05-10,2,70897.1,35448.55,1041.0,3523.0,3.0,2.0,3.0,323.0,Potential Loyalists,Central,2017,10,2017-10
113377,88252,Quang Ngai,2017-04-16,Female,45-54,referral,2017-09-24,2017-06-27,2,84644.21,42322.1,1925.0,2014.0,2.0,2.0,3.0,223.0,Lost,Central,2017,4,2017-04
113378,88253,Phan Rang-Thap Cham,2021-08-05,Female,45-54,organic_search,,,0,0.0,,,,,,,,Never Purchased,Central,2021,8,2021-08
113379,88253,Phan Rang-Thap Cham,2022-04-16,Female,25-34,paid_search,2018-02-16,2018-02-16,1,31802.32,31802.32,1780.0,1780.0,2.0,1.0,2.0,212.0,Lost,Central,2022,4,2022-04
113380,88253,Phan Rang-Thap Cham,2019-10-21,Female,55+,referral,,,0,0.0,,,,,,,,Never Purchased,Central,2019,10,2019-10
113381,88253,Phan Rang-Thap Cham,2022-06-21,Male,35-44,social_media,,,0,0.0,,,,,,,,Never Purchased,Central,2022,6,2022-06
113383,88254,Tam Ky,2014-04-12,Male,45-54,organic_search,2019-03-24,2019-03-24,1,16259.38,16259.38,1379.0,1379.0,3.0,1.0,1.0,311.0,About To Sleep,Central,2014,4,2014-04
113384,88254,Tam Ky,2019-09-17,Female,25-34,organic_search,,,0,0.0,,,,,,,,Never Purchased,Central,2019,9,2019-09
113385,88254,Tam Ky,2022-05-05,Male,35-44,organic_search,,,0,0.0,,,,,,,,Never Purchased,Central,2022,5,2022-05
113386,88254,Tam Ky,2017-11-10,Male,25-34,social_media,2017-09-24,2017-09-24,1,22122.99,22122.99,1925.0,1925.0,2.0,1.0,1.0,211.0,Lost,Central,2017,11,2017-11
113387,88254,Tam Ky,2018-09-18,Non-binary,35-44,paid_search,,,0,0.0,,,,,,,,Never Purchased,Central,2018,9,2018-09
